,song,analysis_url,track_href,uri,artist,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,valence,International,Unknown,electronic,folk,hip hop,house,indie,latino,metal,pop,punk,r&b,rap,rock,global,global_100,global_top,popularity
136,Maps,https://api.spotify.com/v1/audio-analysis/0tJGzJjUVlEsn8s3Mn32Jb,https://api.spotify.com/v1/tracks/0tJGzJjUVlEsn8s3Mn32Jb,spotify:track:0tJGzJjUVlEsn8s3Mn32Jb,Maroon 5,0.0179,0.737,189840,0.723,0.0,1,0.0675,-5.51,0,0.0295,120.00299999999999,0.893,0,0,0,0,0,0,0,0,0,1,0,0,0,0,False,False,False,56
137,Ain't Nobody (Loves Me Better),https://api.spotify.com/v1/audio-analysis/3vbqb78xzvD3CJl7ZeW83c,https://api.spotify.com/v1/tracks/3vbqb78xzvD3CJl7ZeW83c,spotify:track:3vbqb78xzvD3CJl7ZeW83c,Felix Jaehn,0.665,0.775,186147,0.5670000000000001,0.000242,2,0.07,-7.022,0,0.032,117.95700000000001,0.46,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False,False,False,11
138,Stay,https://api.spotify.com/v1/audio-analysis/2FiSTH0GYpIioUgjfzMIja,https://api.spotify.com/v1/tracks/2FiSTH0GYpIioUgjfzMIja,spotify:track:2FiSTH0GYpIioUgjfzMIja,Kygo,0.0444,0.648,239465,0.736,0.00013700000000000002,8,0.171,-7.947999999999999,1,0.0385,103.027,0.37799999999999995,0,0,1,0,0,0,0,0,0,0,0,0,0,0,True,False,False,67
139,Time of Our Lives,https://api.spotify.com/v1/audio-analysis/2bJvI42r8EF3wxjOuDav4r,https://api.spotify.com/v1/tracks/2bJvI42r8EF3wxjOuDav4r,spotify:track:2bJvI42r8EF3wxjOuDav4r,Pitbull,0.0921,0.72,229360,0.802,0.0,1,0.6940000000000001,-5.7970000000000015,1,0.0582,124.04299999999999,0.723,0,0,0,0,0,0,0,1,0,0,0,0,0,0,False,False,False,79
140,Break Free,https://api.spotify.com/v1/audio-analysis/12KUFSHFgT0XCoiSlvdQi4,https://api.spotify.com/v1/tracks/12KUFSHFgT0XCoiSlvdQi4,spotify:track:12KUFSHFgT0XCoiSlvdQi4,Ariana Grande,0.0064,0.687,214840,0.7020000000000001,4.35e-05,7,0.204,-5.324,0,0.0455,129.95600000000002,0.284,0,0,0,0,0,0,0,0,0,1,0,0,0,0,False,False,False,71
141,Good For You,https://api.spotify.com/v1/audio-analysis/5XfywqPX6XBOdYQNbOaQvy,https://api.spotify.com/v1/tracks/5XfywqPX6XBOdYQNbOaQvy,spotify:track:5XfywqPX6XBOdYQNbOaQvy,Selena Gomez,0.174,0.6,221560,0.67,0.0,5,0.0746,-6.455,0,0.0538,88.955,0.25,0,0,0,0,0,0,0,0,0,1,0,0,0,0,False,False,False,62
142,"Hey Mama (feat. Nicki Minaj, Bebe Rexha & Afrojack)",https://api.spotify.com/v1/audio-analysis/5b2bu6yyATC1zMXDGScJ2d,https://api.spotify.com/v1/tracks/5b2bu6yyATC1zMXDGScJ2d,spotify:track:5b2bu6yyATC1zMXDGScJ2d,David Guetta,0.24,0.596,192560,0.73,0.0,9,0.325,-4.091,1,0.151,85.979,0.525,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False,False,False,65
143,Animals,https://api.spotify.com/v1/audio-analysis/3vMCg20dt8lUiPozDINUBf,https://api.spotify.com/v1/tracks/3vMCg20dt8lUiPozDINUBf,spotify:track:3vMCg20dt8lUiPozDINUBf,Maroon 5,0.00018899999999999999,0.45899999999999996,231013,0.741,0.0,4,0.48100000000000004,-6.43,0,0.0495,189.87900000000002,0.344,0,0,0,0,0,0,0,0,0,1,0,0,0,0,False,False,False,8
144,Elastic Heart,https://api.spotify.com/v1/audio-analysis/6kwAbEjseqBob48jCus7Sz,https://api.spotify.com/v1/tracks/6kwAbEjseqBob48jCus7Sz,spotify:track:6kwAbEjseqBob48jCus7Sz,Sia,0.0117,0.42100000000000004,257200,0.7909999999999999,1.4800000000000002e-05,9,0.146,-4.998,1,0.0496,130.075,0.499,0,0,0,0,0,0,0,0,0,1,0,0,0,0,False,False,False,74
145,Thrift Shop (feat. Wanz),https://api.spotify.com/v1/audio-analysis/1CmUZGtH29Kx36C1Hleqlz,https://api.spotify.com/v1/tracks/1CmUZGtH29Kx36C1Hleqlz,spotify:track:1CmUZGtH29Kx36C1Hleqlz,Macklemore & Ryan Lewis,0.0619,0.7809999999999999,235613,0.526,0.0,6,0.0457,-6.985,0,0.293,94.992,0.662,0,0,0,0,0,0,0,0,0,0,0,0,1,0,False,False,False,71
146,Worth It,https://api.spotify.com/v1/audio-analysis/41Fflg7qHiVOD6dEPvsCzO,https://api.spotify.com/v1/tracks/41Fflg7qHiVOD6dEPvsCzO,spotify:track:41Fflg7qHiVOD6dEPvsCzO,Fifth Harmony,0.063,0.884,224573,0.765,7.04e-06,8,0.11800000000000001,-3.865,1,0.0882,99.98700000000001,0.594,0,0,0,0,0,0,0,0,0,1,0,0,0,0,False,False,False,78
147,The Monster,https://api.spotify.com/v1/audio-analysis/72gGeQ0dZ7E8RlBeNJNJkb,https://api.spotify.com/v1/tracks/72gGeQ0dZ7E8RlBeNJNJkb,spotify:track:72gGeQ0dZ7E8RlBeNJNJkb,Eminem,0.0556,0.785,250907,0.86,0.0,9,0.0675,-3.642,1,0.0794,110.04799999999999,0.623,0,0,0,0,1,0,0,0,0,0,0,0,0,0,False,False,False,53
148,Titanium (feat. Sia),https://api.spotify.com/v1/audio-analysis/0lHAMNU8RGiIObScrsRgmP,https://api.spotify.com/v1/tracks/0lHAMNU8RGiIObScrsRgmP,spotify:track:0lHAMNU8RGiIObScrsRgmP,David Guetta,0.069,0.599,245041,0.8029999999999999,0.13699999999999998,0,0.129,-3.641,0,0.0986,126.057,0.233,0,0,1,0,0,0,0,0,0,0,0,0,0,0,True,False,False,64
149,Drag Me Down,https://api.spotify.com/v1/audio-analysis/70OTIpw8x8UXUsuCHW9i1i,https://api.spotify.com/v1/tracks/70OTIpw8x8UXUsuCHW9i1i,spotify:track:70OTIpw8x8UXUsuCHW9i1i,One Direction,0.0997,0.723,192107,0.711,0.0,0,0.0528,-5.5760000000000005,0,0.0378,138.09799999999998,0.606,0,0,0,0,0,0,0,0,0,1,0,0,0,0,False,False,False,66
150,Hymn For The Weekend - Seeb Remix,https://api.spotify.com/v1/audio-analysis/6s3GEN8wK0OMzzzZbXj0fu,https://api.spotify.com/v1/tracks/6s3GEN8wK0OMzzzZbXj0fu,spotify:track:6s3GEN8wK0OMzzzZbXj0fu,Coldplay,0.00868,0.565,212647,0.8490000000000001,4.68e-06,0,0.12,-3.516,0,0.0517,102.03399999999999,0.4270000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True,False,False,80
151,Hymn For The Weekend,https://api.spotify.com/v1/audio-analysis/3RiPr603aXAoi4GHyXx0uy,https://api.spotify.com/v1/tracks/3RiPr603aXAoi4GHyXx0uy,spotify:track:3RiPr603aXAoi4GHyXx0uy,Coldplay,0.255,0.49,258827,0.743,7.21e-06,0,0.3,-5.155,0,0.0409,89.97399999999998,0.363,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True,False,False,80
152,Issues,https://api.spotify.com/v1/audio-analysis/6AeQlMyRzvSl1nkFztZyKl,https://api.spotify.com/v1/tracks/6AeQlMyRzvSl1nkFztZyKl,spotify:track:6AeQlMyRzvSl1nkFztZyKl,Julia Michaels,0.41600000000000004,0.7040000000000001,176347,0.423,0.0,8,0.0607,-6.7920000000000025,1,0.0862,113.962,0.451,0,0,0,0,0,0,0,0,0,1,0,0,0,0,True,True,False,28
153,Blurred Lines,https://api.spotify.com/v1/audio-analysis/5PUvinSo4MNqW7vmomGRS7,https://api.spotify.com/v1/tracks/5PUvinSo4MNqW7vmomGRS7,spotify:track:5PUvinSo4MNqW7vmomGRS7,Robin Thicke,0.00412,0.861,263053,0.504,1.7800000000000002e-05,7,0.0783,-7.7070000000000025,1,0.0489,120.0,0.8809999999999999,0,0,0,0,0,0,0,0,0,0,0,1,0,0,False,False,False,53
154,Jumpman,https://api.spotify.com/v1/audio-analysis/27GmP9AWRs744SzKcpJsTZ,https://api.spotify.com/v1/tracks/27GmP9AWRs744SzKcpJsTZ,spotify:track:27GmP9AWRs744SzKcpJsTZ,Drake,0.0565,0.853,205879,0.547,0.0,1,0.341,-7.535,1,0.19399999999999998,142.065,0.6759999999999999,0,0,0,0,1,0,0,0,0,0,0,0,0,0,True,False,False,77
155,Don't,https://api.spotify.com/v1/audio-analysis/1huvTbEYtgltjQRXzrNKGi,https://api.spotify.com/v1/tracks/1huvTbEYtgltjQRXzrNKGi,spotify:track:1huvTbEYtgltjQRXzrNKGi,Ed Sheeran,0.0113,0.8059999999999999,219840,0.608,0.0,1,0.635,-7.007999999999999,1,0.0659,95.04899999999999,0.8490000000000001,0,0,0,0,0,0,0,0,0,1,0,0,0,0,True,False,False,78
156,Adventure Of A Lifetime,https://api.spotify.com/v1/audio-analysis/69uxyAqqPIsUyTO8txoP2M,https://api.spotify.com/v1/tracks/69uxyAqqPIsUyTO8txoP2M,spotify:track:69uxyAqqPIsUyTO8txoP2M,Coldplay,0.00205,0.638,263787,0.924,0.000173,7,0.149,-3.887,1,0.0359,111.995,0.529,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True,False,False,79
157,Locked Out Of Heaven,https://api.spotify.com/v1/audio-analysis/1qCdYQdkWvm4cYXAuOlbyc,https://api.spotify.com/v1/tracks/1qCdYQdkWvm4cYXAuOlbyc,spotify:track:1qCdYQdkWvm4cYXAuOlbyc,Bruno Mars,0.049,0.726,233478,0.698,0.0,5,0.309,-4.165,1,0.0431,143.994,0.867,0,0,0,0,0,0,0,0,0,1,0,0,0,0,False,False,False,50
158,Roar,https://api.spotify.com/v1/audio-analysis/3XSczvk4MRteOw4Yx3lqMU,https://api.spotify.com/v1/tracks/3XSczvk4MRteOw4Yx3lqMU,spotify:track:3XSczvk4MRteOw4Yx3lqMU,Katy Perry,0.00778,0.667,222667,0.7909999999999999,1.1900000000000001e-05,7,0.415,-4.329,0,0.0319,89.956,0.42100000000000004,0,0,0,0,0,0,0,0,0,1,0,0,0,0,False,False,False,57
159,Fancy,https://api.spotify.com/v1/audio-analysis/3oqCnpAoHf3SDFynxx7AU4,https://api.spotify.com/v1/tracks/3oqCnpAoHf3SDFynxx7AU4,spotify:track:3oqCnpAoHf3SDFynxx7AU4,Iggy Azalea,0.105,0.9109999999999999,199938,0.7090000000000001,0.0,10,0.0491,-4.138999999999999,0,0.0673,94.979,0.365,0,0,0,0,0,0,0,0,0,0,0,0,1,0,False,False,False,55
160,Burn,https://api.spotify.com/v1/audio-analysis/0xMd5bcWTbyXS7wPrBtZA6,https://api.spotify.com/v1/tracks/0xMd5bcWTbyXS7wPrBtZA6,spotify:track:0xMd5bcWTbyXS7wPrBtZA6,Ellie Goulding,0.29600000000000004,0.516,231212,0.772,0.0,10,0.10099999999999999,-5.0310000000000015,0,0.0476,87.038,0.32299999999999995,0,0,0,0,0,1,0,0,0,0,0,0,0,0,False,False,False,68
161,Hey Brother,https://api.spotify.com/v1/audio-analysis/4RXpgGM7A4Hg7cFBoH5KyF,https://api.spotify.com/v1/tracks/4RXpgGM7A4Hg7cFBoH5KyF,spotify:track:4RXpgGM7A4Hg7cFBoH5KyF,Avicii,0.0279,0.537,255093,0.777,6.12e-05,7,0.0838,-4.829,0,0.0473,124.943,0.4270000000000001,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False,False,False,68
162,Stolen Dance,https://api.spotify.com/v1/audio-analysis/5tjrH5xrpkgKgYd8zQgU8X,https://api.spotify.com/v1/tracks/5tjrH5xrpkgKgYd8zQgU8X,spotify:track:5tjrH5xrpkgKgYd8zQgU8X,Milky Chance,0.405,0.879,311333,0.574,0.00015,11,0.0913,-8.794,1,0.037000000000000005,114.001,0.682,1,0,0,0,0,0,0,0,0,0,0,0,0,0,False,False,False,16
163,Heroes (we could be),https://api.spotify.com/v1/audio-analysis/3zU9rdflI65tK4dkkNSp77,https://api.spotify.com/v1/tracks/3zU9rdflI65tK4dkkNSp77,spotify:track:3zU9rdflI65tK4dkkNSp77,Alesso,0.031,0.51,210013,0.747,0.0,5,0.233,-4.124,1,0.0651,125.95100000000001,0.34700000000000003,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False,False,False,67
164,"Hold On, We're Going Home",https://api.spotify.com/v1/audio-analysis/14Rcq31SafFBHNEwXrtR2B,https://api.spotify.com/v1/tracks/14Rcq31SafFBHNEwXrtR2B,spotify:track:14Rcq31SafFBHNEwXrtR2B,Drake,0.00349,0.772,227880,0.40700000000000003,2.4e-05,6,0.0705,-7.442,0,0.0907,100.006,0.292,0,0,0,0,1,0,0,0,0,0,0,0,0,0,False,False,False,73
165,Five More Hours - Deorro x Chris Brown,https://api.spotify.com/v1/audio-analysis/6YwLgicpvVuMt1eE2OldwQ,https://api.spotify.com/v1/tracks/6YwLgicpvVuMt1eE2OldwQ,spotify:track:6YwLgicpvVuMt1eE2OldwQ,Deorro,0.0288,0.6990000000000001,211975,0.883,0.0,5,0.8170000000000001,-3.2260000000000004,0,0.21899999999999997,127.961,0.499,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False,False,False,75
166,We Found Love,https://api.spotify.com/v1/audio-analysis/0385HqYimoTQaHZP17KwG1,https://api.spotify.com/v1/tracks/0385HqYimoTQaHZP17KwG1,spotify:track:0385HqYimoTQaHZP17KwG1,Calvin Harris,0.0234,0.738,215520,0.7759999999999999,0.0018,1,0.0775,-4.808,1,0.0392,127.984,0.608,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False,False,False,18
167,Latch,https://api.spotify.com/v1/audio-analysis/1BltsyC5W3SAABdxyrDXwi,https://api.spotify.com/v1/tracks/1BltsyC5W3SAABdxyrDXwi,spotify:track:1BltsyC5W3SAABdxyrDXwi,Disclosure,0.0151,0.502,255632,0.732,0.00011899999999999999,1,0.0897,-5.45,1,0.168,122.025,0.536,0,0,0,0,0,1,0,0,0,0,0,0,0,0,False,False,False,71
168,On My Mind,https://api.spotify.com/v1/audio-analysis/4nS1sut0R2mgmFitKIShVe,https://api.spotify.com/v1/tracks/4nS1sut0R2mgmFitKIShVe,spotify:track:4nS1sut0R2mgmFitKIShVe,Ellie Goulding,0.27899999999999997,0.6970000000000001,213445,0.687,5.11e-06,2,0.0861,-6.574,0,0.0537,154.921,0.75,0,0,0,0,0,1,0,0,0,0,0,0,0,0,False,False,False,66
169,Never Be Like You (feat. Kai),https://api.spotify.com/v1/audio-analysis/47zREtxQZ3cHHIZwUQnuuN,https://api.spotify.com/v1/tracks/47zREtxQZ3cHHIZwUQnuuN,spotify:track:47zREtxQZ3cHHIZwUQnuuN,Flume,0.439,0.564,233337,0.552,0.0,0,0.163,-5.438,1,0.055,119.90700000000001,0.26,0,0,0,0,0,0,0,0,0,0,0,0,0,1,False,False,False,33
170,Ni**as In Paris,https://api.spotify.com/v1/audio-analysis/2Zb7wnGUnNPCas2E0wWSQ5,https://api.spotify.com/v1/tracks/2Zb7wnGUnNPCas2E0wWSQ5,spotify:track:2Zb7wnGUnNPCas2E0wWSQ5,JAY Z,0.135,0.7859999999999999,219333,0.868,0.0,1,0.218,-5.502999999999999,1,0.3,140.024,0.7709999999999999,0,0,0,0,1,0,0,0,0,0,0,0,0,0,True,False,False,18
171,Diamonds,https://api.spotify.com/v1/audio-analysis/65YsalQBmQCzIPaay72CzQ,https://api.spotify.com/v1/tracks/65YsalQBmQCzIPaay72CzQ,spotify:track:65YsalQBmQCzIPaay72CzQ,Rihanna,0.00146,0.541,225200,0.684,0.0,11,0.136,-5.9570000000000025,0,0.0513,91.954,0.40700000000000003,0,0,0,0,0,0,0,0,0,0,0,1,0,0,False,False,False,55
172,Budapest,https://api.spotify.com/v1/audio-analysis/48gsLPdOUEDjr7P8Wvykne,https://api.spotify.com/v1/tracks/48gsLPdOUEDjr7P8Wvykne,spotify:track:48gsLPdOUEDjr7P8Wvykne,George Ezra,0.261,0.706,202120,0.247,0.0,5,0.10300000000000001,-17.961,1,0.0311,127.81200000000001,0.424,0,0,0,0,0,0,1,0,0,0,0,0,0,0,False,False,False,63
173,Sail,https://api.spotify.com/v1/audio-analysis/7ueP5u2qkdZbIPN2YA6LR0,https://api.spotify.com/v1/tracks/7ueP5u2qkdZbIPN2YA6LR0,spotify:track:7ueP5u2qkdZbIPN2YA6LR0,AWOLNATION,0.441,0.826,259093,0.436,0.615,1,0.0964,-9.583,1,0.0558,119.051,0.272,0,0,0,0,0,0,1,0,0,0,0,0,0,0,False,False,False,15
174,Bang My Head (feat. Sia & Fetty Wap),https://api.spotify.com/v1/audio-analysis/53Y0kdCa1CZ9gRqEuknfwy,https://api.spotify.com/v1/tracks/53Y0kdCa1CZ9gRqEuknfwy,spotify:track:53Y0kdCa1CZ9gRqEuknfwy,David Guetta,0.0525,0.599,193333,0.8690000000000001,0.00719,0,0.10300000000000001,-3.697,1,0.0789,108.061,0.593,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False,False,False,69
175,Bad (feat. Vassy) - Radio Edit,https://api.spotify.com/v1/audio-analysis/6PtXobrqImYfnpIxNsJApa,https://api.spotify.com/v1/tracks/6PtXobrqImYfnpIxNsJApa,spotify:track:6PtXobrqImYfnpIxNsJApa,David Guetta,0.00125,0.614,170625,0.972,0.0186,5,0.32799999999999996,-3.927,0,0.08800000000000001,127.96600000000001,0.41100000000000003,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False,False,False,68
176,Ho Hey,https://api.spotify.com/v1/audio-analysis/5BSndweF91KDqyxANsZcQH,https://api.spotify.com/v1/tracks/5BSndweF91KDqyxANsZcQH,spotify:track:5BSndweF91KDqyxANsZcQH,The Lumineers,0.794,0.685,163133,0.466,2.06e-06,0,0.0915,-9.074,1,0.0304,79.936,0.353,0,0,0,1,0,0,0,0,0,0,0,0,0,0,False,False,False,17
177,Gold,https://api.spotify.com/v1/audio-analysis/6ZSO7kPn8IMJFymyticbJO,https://api.spotify.com/v1/tracks/6ZSO7kPn8IMJFymyticbJO,spotify:track:6ZSO7kPn8IMJFymyticbJO,Kiiara,0.615,0.6,225882,0.41200000000000003,0.0025,8,0.134,-9.343,1,0.344,113.04899999999999,0.408,0,0,0,0,0,0,0,0,0,0,0,1,0,0,True,False,False,76
178,679 (feat. Remy Boyz),https://api.spotify.com/v1/audio-analysis/5NQbUaeTEOGdD6hHcre0dZ,https://api.spotify.com/v1/tracks/5NQbUaeTEOGdD6hHcre0dZ,spotify:track:5NQbUaeTEOGdD6hHcre0dZ,Fetty Wap,0.00256,0.618,196693,0.7170000000000001,0.0,7,0.625,-5.7379999999999995,1,0.318,190.05,0.603,0,0,0,0,0,0,0,0,0,0,0,0,1,0,False,False,False,77
179,Runaway (U & I),https://api.spotify.com/v1/audio-analysis/46lFttIf5hnUZMGvjK0Wxo,https://api.spotify.com/v1/tracks/46lFttIf5hnUZMGvjK0Wxo,spotify:track:46lFttIf5hnUZMGvjK0Wxo,Galantis,0.007109999999999998,0.506,227074,0.805,0.00193,1,0.0856,-4.119,1,0.0469,126.008,0.38299999999999995,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False,False,False,76
180,Hands To Myself,https://api.spotify.com/v1/audio-analysis/1LoriJC05IrHIDwj3q0KC1,https://api.spotify.com/v1/tracks/1LoriJC05IrHIDwj3q0KC1,spotify:track:1LoriJC05IrHIDwj3q0KC1,Selena Gomez,0.0165,0.8029999999999999,200680,0.504,5.25e-06,5,0.335,-7.218,0,0.0979,111.014,0.498,0,0,0,0,0,0,0,0,0,1,0,0,0,0,False,False,False,70
181,White Iverson,https://api.spotify.com/v1/audio-analysis/2N0NifjyXAdMOB4KBGvBJ6,https://api.spotify.com/v1/tracks/2N0NifjyXAdMOB4KBGvBJ6,spotify:track:2N0NifjyXAdMOB4KBGvBJ6,Post Malone,0.23600000000000002,0.669,255173,0.521,0.0,7,0.0802,-8.732000000000001,1,0.0366,130.071,0.327,0,0,0,0,0,0,0,0,0,0,0,0,1,0,True,True,False,12
182,Do I Wanna Know?,https://api.spotify.com/v1/audio-analysis/3jfr0TF6DQcOLat8gGn7E2,https://api.spotify.com/v1/tracks/3jfr0TF6DQcOLat8gGn7E2,spotify:track:3jfr0TF6DQcOLat8gGn7E2,Arctic Monkeys,0.18600000000000005,0.5479999999999999,272394,0.532,0.000263,5,0.217,-7.596,1,0.0323,85.03,0.405,0,0,0,0,0,0,0,0,0,0,0,0,0,1,False,False,False,23
183,Dangerous (feat. Sam Martin),https://api.spotify.com/v1/audio-analysis/2w2lfwoTELQyN940qM7Nfd,https://api.spotify.com/v1/tracks/2w2lfwoTELQyN940qM7Nfd,spotify:track:2w2lfwoTELQyN940qM7Nfd,David Guetta,0.41700000000000004,0.466,203641,0.747,9.76e-06,4,0.107,-4.838,0,0.0795,92.161,0.43,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False,False,False,55
184,Love Me Harder,https://api.spotify.com/v1/audio-analysis/5J4ZkQpzMUFojo1CtAZYpn,https://api.spotify.com/v1/tracks/5J4ZkQpzMUFojo1CtAZYpn,spotify:track:5J4ZkQpzMUFojo1CtAZYpn,Ariana Grande,0.00937,0.47200000000000003,236133,0.7140000000000001,0.0,1,0.0764,-4.388999999999999,0,0.0334,98.992,0.24,0,0,0,0,0,0,0,0,0,1,0,0,0,0,False,False,False,69
185,One Last Time,https://api.spotify.com/v1/audio-analysis/7xoUc6faLbCqZO6fQEYprd,https://api.spotify.com/v1/tracks/7xoUc6faLbCqZO6fQEYprd,spotify:track:7xoUc6faLbCqZO6fQEYprd,Ariana Grande,0.09300000000000001,0.628,197267,0.593,1.65e-06,8,0.096,-5.0360000000000005,1,0.0323,125.02600000000001,0.10400000000000001,0,0,0,0,0,0,0,0,0,1,0,0,0,0,True,False,False,75
186,Send My Love (To Your New Lover),https://api.spotify.com/v1/audio-analysis/4BHzQ9C00ceJxfG16AlNWb,https://api.spotify.com/v1/tracks/4BHzQ9C00ceJxfG16AlNWb,spotify:track:4BHzQ9C00ceJxfG16AlNWb,Adele,0.0415,0.69,223080,0.524,3.16e-06,6,0.17,-8.39,0,0.10300000000000001,164.023,0.562,0,0,0,0,0,0,0,0,0,1,0,0,0,0,True,False,False,73
187,Somebody That I Used To Know,https://api.spotify.com/v1/audio-analysis/4wCmqSrbyCgxEXROQE6vtV,https://api.spotify.com/v1/tracks/4wCmqSrbyCgxEXROQE6vtV,spotify:track:4wCmqSrbyCgxEXROQE6vtV,Gotye,0.565,0.857,244973,0.517,0.000195,0,0.102,-6.972,1,0.0384,129.063,0.754,0,0,0,0,0,0,0,0,0,0,0,0,0,1,False,False,False,74
188,When I Was Your Man,https://api.spotify.com/v1/audio-analysis/0nJW01T7XtvILxQgC5J7Wh,https://api.spotify.com/v1/tracks/0nJW01T7XtvILxQgC5J7Wh,spotify:track:0nJW01T7XtvILxQgC5J7Wh,Bruno Mars,0.932,0.612,213827,0.28,0.0,0,0.08800000000000001,-8.648,1,0.0434,72.795,0.387,0,0,0,0,0,0,0,0,0,1,0,0,0,0,False,False,False,84
189,Marvin Gaye (feat. Meghan Trainor),https://api.spotify.com/v1/audio-analysis/6ukMqDxnOPOgoHdak7Kyp3,https://api.spotify.com/v1/tracks/6ukMqDxnOPOgoHdak7Kyp3,spotify:track:6ukMqDxnOPOgoHdak7Kyp3,Charlie Puth,0.41700000000000004,0.795,190453,0.616,0.0,1,0.349,-5.2810000000000015,0,0.06,110.015,0.815,0,0,0,0,0,0,0,0,0,1,0,0,0,0,False,False,False,75
190,Hall of Fame,https://api.spotify.com/v1/audio-analysis/1X1DWw2pcNZ8zSub3uhlNz,https://api.spotify.com/v1/tracks/1X1DWw2pcNZ8zSub3uhlNz,spotify:track:1X1DWw2pcNZ8zSub3uhlNz,The Script,0.0653,0.42100000000000004,202533,0.873,0.0,10,0.12300000000000001,-4.343,1,0.0565,84.803,0.63,0,0,0,0,0,0,0,0,0,1,0,0,0,0,False,False,False,73
191,Magic,https://api.spotify.com/v1/audio-analysis/27jdUE1EYDSXZqhjuNxLem,https://api.spotify.com/v1/tracks/27jdUE1EYDSXZqhjuNxLem,spotify:track:27jdUE1EYDSXZqhjuNxLem,Coldplay,0.0262,0.738,285014,0.483,0.616,6,0.106,-8.915,0,0.0403,93.458,0.355,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True,False,False,67
192,Mirrors,https://api.spotify.com/v1/audio-analysis/03gqZZavMKhWbSjdQvpF6O,https://api.spotify.com/v1/tracks/03gqZZavMKhWbSjdQvpF6O,spotify:track:03gqZZavMKhWbSjdQvpF6O,Justin Timberlake,0.24,0.344,485360,0.509,0.0,5,0.083,-6.607,0,0.0722,76.00399999999998,0.529,0,0,0,0,0,0,0,0,0,0,0,1,0,0,False,False,False,60
193,Safe and Sound,https://api.spotify.com/v1/audio-analysis/1fzJyTCKeZuTSLByCsLRHl,https://api.spotify.com/v1/tracks/1fzJyTCKeZuTSLByCsLRHl,spotify:track:1fzJyTCKeZuTSLByCsLRHl,Capital Cities,0.000176,0.655,192790,0.8190000000000001,0.00374,0,0.10400000000000001,-4.852,1,0.0316,117.956,0.7659999999999999,0,0,0,0,0,0,1,0,0,0,0,0,0,0,False,False,False,16
194,Get Lucky - Radio Edit,https://api.spotify.com/v1/audio-analysis/2Foc5Q5nqNiosCNqttzHof,https://api.spotify.com/v1/tracks/2Foc5Q5nqNiosCNqttzHof,spotify:track:2Foc5Q5nqNiosCNqttzHof,Daft Punk,0.0426,0.794,248413,0.8109999999999999,1.07e-06,6,0.10099999999999999,-8.966000000000003,0,0.038,116.04700000000001,0.862,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False,False,False,76
195,Talk Dirty (feat. 2 Chainz),https://api.spotify.com/v1/audio-analysis/6nCdW7lwO9AlPOepk689AF,https://api.spotify.com/v1/tracks/6nCdW7lwO9AlPOepk689AF,spotify:track:6nCdW7lwO9AlPOepk689AF,Jason Derulo,0.0348,0.76,177685,0.652,0.0,6,0.307,-7.3210000000000015,1,0.23199999999999998,100.315,0.759,0,0,0,0,0,0,0,0,0,0,0,0,1,0,False,False,False,31
196,Don't You Worry Child (Radio Edit),https://api.spotify.com/v1/audio-analysis/2V65y3PX4DkRhy1djlxd9p,https://api.spotify.com/v1/tracks/2V65y3PX4DkRhy1djlxd9p,spotify:track:2V65y3PX4DkRhy1djlxd9p,Swedish House Mafia,0.11199999999999999,0.612,212862,0.84,0.0,11,0.11599999999999999,-3.145,0,0.0509,129.042,0.43799999999999994,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False,False,False,77
197,"I Don't Like It, I Love It (feat. Robin Thicke & Verdine White)",https://api.spotify.com/v1/audio-analysis/2S5LNtRVRPbXk01yRQ14sZ,https://api.spotify.com/v1/tracks/2S5LNtRVRPbXk01yRQ14sZ,spotify:track:2S5LNtRVRPbXk01yRQ14sZ,Flo Rida,0.0242,0.8540000000000001,224258,0.7659999999999999,0.0,9,0.0793,-4.697,0,0.141,118.00399999999999,0.784,0,0,1,0,0,0,0,0,0,0,0,0,0,0,False,False,False,70
198,Bitch Better Have My Money,https://api.spotify.com/v1/audio-analysis/0NTMtAO2BV4tnGvw9EgBVq,https://api.spotify.com/v1/tracks/0NTMtAO2BV4tnGvw9EgBVq,spotify:track:0NTMtAO2BV4tnGvw9EgBVq,Rihanna,0.0538,0.778,219306,0.741,2.04e-06,10,0.29,-4.97,0,0.0484,102.95,0.364,0,0,0,0,0,0,0,0,0,0,0,1,0,0,False,False,False,72
