,acousticness,analysis_url,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,track_href,type,uri,valence,popularity,song,artist,genre
68,0.00383,https://api.spotify.com/v1/audio-analysis/3EmmCZoqpWOTY1g2GBwJoR,0.647,198774,0.932,3EmmCZoqpWOTY1g2GBwJoR,1.5e-06,11,0.0574,-3.515,1,0.0824,114.991,4,https://api.spotify.com/v1/tracks/3EmmCZoqpWOTY1g2GBwJoR,audio_features,spotify:track:3EmmCZoqpWOTY1g2GBwJoR,0.374,79,Just Hold On,Steve Aoki,electronic
69,0.122,https://api.spotify.com/v1/audio-analysis/52yOf7Ls1u5AO3cFIzQ58m,0.7,234308,0.714,52yOf7Ls1u5AO3cFIzQ58m,0.0,9,0.0428,-6.295,0,0.104,99.909,4,https://api.spotify.com/v1/tracks/52yOf7Ls1u5AO3cFIzQ58m,audio_features,spotify:track:52yOf7Ls1u5AO3cFIzQ58m,0.458,32,Cold,Maroon 5,pop
70,0.131,https://api.spotify.com/v1/audio-analysis/7fBHjuqAIVOdy5xoNxy5YQ,0.669,201159,0.579,7fBHjuqAIVOdy5xoNxy5YQ,0.0,5,0.19,-6.341,1,0.0468,123.979,4,https://api.spotify.com/v1/tracks/7fBHjuqAIVOdy5xoNxy5YQ,audio_features,spotify:track:7fBHjuqAIVOdy5xoNxy5YQ,0.66,70,Weak,AJR,rock
71,0.303,https://api.spotify.com/v1/audio-analysis/5GFDrUTLGJix84sNhjCG0g,0.945,209747,0.394,5GFDrUTLGJix84sNhjCG0g,0.0,10,0.131,-8.571,1,0.492,120.058,4,https://api.spotify.com/v1/tracks/5GFDrUTLGJix84sNhjCG0g,audio_features,spotify:track:5GFDrUTLGJix84sNhjCG0g,0.743,18,Caroline,Aminé,hip hop
72,0.132,https://api.spotify.com/v1/audio-analysis/6DUdDIRgLqCGq1DwkNWQTN,0.73,207307,0.701,6DUdDIRgLqCGq1DwkNWQTN,0.0,5,0.151,-5.885,0,0.106,175.95,4,https://api.spotify.com/v1/tracks/6DUdDIRgLqCGq1DwkNWQTN,audio_features,spotify:track:6DUdDIRgLqCGq1DwkNWQTN,0.785,79,Borro Cassette,Maluma,pop
73,0.013,https://api.spotify.com/v1/audio-analysis/4scpF6J5uMBvoh6sFB7EL1,0.888,200080,0.483,4scpF6J5uMBvoh6sFB7EL1,4.85e-06,6,0.0926,-7.797,1,0.154,125.008,4,https://api.spotify.com/v1/tracks/4scpF6J5uMBvoh6sFB7EL1,audio_features,spotify:track:4scpF6J5uMBvoh6sFB7EL1,0.226,72,No Type,Rae Sremmurd,hip hop
74,0.173,https://api.spotify.com/v1/audio-analysis/5EbX5xL3O2xT8FxCpYzgUO,0.315,175517,0.563,5EbX5xL3O2xT8FxCpYzgUO,0.000242,9,0.0673,-9.671,1,0.354,179.484,4,https://api.spotify.com/v1/tracks/5EbX5xL3O2xT8FxCpYzgUO,audio_features,spotify:track:5EbX5xL3O2xT8FxCpYzgUO,0.147,72,"How Far I'll Go - From ""Moana""",Alessia Cara,pop
75,0.0223,https://api.spotify.com/v1/audio-analysis/1PS1QMdUqOal0ai3Gt7sDQ,0.638,207627,0.699,1PS1QMdUqOal0ai3Gt7sDQ,0.0,1,0.0917,-5.54,0,0.384,92.939,4,https://api.spotify.com/v1/tracks/1PS1QMdUqOal0ai3Gt7sDQ,audio_features,spotify:track:1PS1QMdUqOal0ai3Gt7sDQ,0.66,77,Gold Digger,Kanye West,rap
76,0.112,https://api.spotify.com/v1/audio-analysis/1cG0umU5TKStygKsPFZ9pY,0.483,191379,0.787,1cG0umU5TKStygKsPFZ9pY,0.0,8,0.257,-5.244,1,0.102,122.058,4,https://api.spotify.com/v1/tracks/1cG0umU5TKStygKsPFZ9pY,audio_features,spotify:track:1cG0umU5TKStygKsPFZ9pY,0.58,74,Shed a Light,Robin Schulz,electronic
77,0.711,https://api.spotify.com/v1/audio-analysis/5dTJMpqiELczVuHJP3OAEu,0.69,232600,0.407,5dTJMpqiELczVuHJP3OAEu,0.0,9,0.126,-7.739,1,0.0297,111.916,4,https://api.spotify.com/v1/tracks/5dTJMpqiELczVuHJP3OAEu,audio_features,spotify:track:5dTJMpqiELczVuHJP3OAEu,0.181,71,This Town,Niall Horan,pop
78,0.0275,https://api.spotify.com/v1/audio-analysis/5Ohxk2dO5COHF1krpoPigN,0.516,340707,0.595,5Ohxk2dO5COHF1krpoPigN,0.0,5,0.109,-4.63,1,0.0313,119.972,4,https://api.spotify.com/v1/tracks/5Ohxk2dO5COHF1krpoPigN,audio_features,spotify:track:5Ohxk2dO5COHF1krpoPigN,0.222,82,Sign of the Times,Harry Styles,pop
79,0.199,https://api.spotify.com/v1/audio-analysis/3kxfsdsCpFgN412fpnW85Y,0.743,326933,0.359,3kxfsdsCpFgN412fpnW85Y,0.00611,1,0.137,-10.401,1,0.0794,160.083,4,https://api.spotify.com/v1/tracks/3kxfsdsCpFgN412fpnW85Y,audio_features,spotify:track:3kxfsdsCpFgN412fpnW85Y,0.587,83,Redbone,Childish Gambino,hip hop
80,0.243,https://api.spotify.com/v1/audio-analysis/3umS4y3uQDkqekNjVpiRUs,0.683,219507,0.691,3umS4y3uQDkqekNjVpiRUs,0.0,8,0.14,-5.535,1,0.0432,179.91,4,https://api.spotify.com/v1/tracks/3umS4y3uQDkqekNjVpiRUs,audio_features,spotify:track:3umS4y3uQDkqekNjVpiRUs,0.732,81,El Amante,Nicky Jam,latino
81,0.357,https://api.spotify.com/v1/audio-analysis/7JJmb5XwzOO8jgpou264Ml,0.858,199440,0.799,7JJmb5XwzOO8jgpou264Ml,0.0,2,0.091,-4.034,1,0.0589,121.991,4,https://api.spotify.com/v1/tracks/7JJmb5XwzOO8jgpou264Ml,audio_features,spotify:track:7JJmb5XwzOO8jgpou264Ml,0.966,80,There's Nothing Holdin' Me Back,Shawn Mendes,pop
82,0.0047,https://api.spotify.com/v1/audio-analysis/6HZILIRieu8S0iqY8kIKhj,0.637,185947,0.514,6HZILIRieu8S0iqY8kIKhj,0.0,1,0.094,-6.763,1,0.365,139.931,4,https://api.spotify.com/v1/tracks/6HZILIRieu8S0iqY8kIKhj,audio_features,spotify:track:6HZILIRieu8S0iqY8kIKhj,0.402,83,DNA.,Kendrick Lamar,hip hop
83,0.105,https://api.spotify.com/v1/audio-analysis/0SujigeT7cxuxBfhN3eOcp,0.803,203180,0.743,0SujigeT7cxuxBfhN3eOcp,2.12e-06,1,0.099,-3.602,0,0.0681,108.005,4,https://api.spotify.com/v1/tracks/0SujigeT7cxuxBfhN3eOcp,audio_features,spotify:track:0SujigeT7cxuxBfhN3eOcp,0.674,68,Run Up,Major Lazer,electronic
84,0.529,https://api.spotify.com/v1/audio-analysis/456xBIOmLRoLzCvCzZrWge,0.707,205600,0.686,456xBIOmLRoLzCvCzZrWge,2.72e-06,0,0.127,-4.328,1,0.209,180.08,4,https://api.spotify.com/v1/tracks/456xBIOmLRoLzCvCzZrWge,audio_features,spotify:track:456xBIOmLRoLzCvCzZrWge,0.629,72,Safari,J Balvin,latino
85,0.373,https://api.spotify.com/v1/audio-analysis/6fwdbPMwP1zVStm8FybmkO,0.835,258880,0.413,6fwdbPMwP1zVStm8FybmkO,0.00133,1,0.101,-9.81,1,0.396,149.004,4,https://api.spotify.com/v1/tracks/6fwdbPMwP1zVStm8FybmkO,audio_features,spotify:track:6fwdbPMwP1zVStm8FybmkO,0.111,82,X (feat. Future),21 Savage,rap
86,0.21,https://api.spotify.com/v1/audio-analysis/1PSBzsahR2AKwLJgx8ehBj,0.675,239293,0.69,1PSBzsahR2AKwLJgx8ehBj,0.0,2,0.287,-4.761,1,0.132,137.817,4,https://api.spotify.com/v1/tracks/1PSBzsahR2AKwLJgx8ehBj,audio_features,spotify:track:1PSBzsahR2AKwLJgx8ehBj,0.272,49,Bad Things (with Camila Cabello),Machine Gun Kelly,hip hop
87,0.198,https://api.spotify.com/v1/audio-analysis/0sXvAOmXgjR2QUqLK1MltU,0.736,227707,0.964,0sXvAOmXgjR2QUqLK1MltU,2.32e-06,0,0.336,-2.147,1,0.129,179.935,4,https://api.spotify.com/v1/tracks/0sXvAOmXgjR2QUqLK1MltU,audio_features,spotify:track:0sXvAOmXgjR2QUqLK1MltU,0.953,75,La Bicicleta,Carlos Vives,latino
88,0.246,https://api.spotify.com/v1/audio-analysis/6EpRaXYhGOB3fj4V2uDkMJ,0.869,204502,0.485,6EpRaXYhGOB3fj4V2uDkMJ,0.0,6,0.0765,-5.595,1,0.0545,106.028,4,https://api.spotify.com/v1/tracks/6EpRaXYhGOB3fj4V2uDkMJ,audio_features,spotify:track:6EpRaXYhGOB3fj4V2uDkMJ,0.527,84,Strip That Down,Liam Payne,pop
89,0.0329,https://api.spotify.com/v1/audio-analysis/1OAh8uOEOvTDqkKFsKksCi,0.671,204173,0.672,1OAh8uOEOvTDqkKFsKksCi,0.0,0,0.118,-3.094,0,0.0688,97.98,4,https://api.spotify.com/v1/tracks/1OAh8uOEOvTDqkKFsKksCi,audio_features,spotify:track:1OAh8uOEOvTDqkKFsKksCi,0.632,84,Wild Thoughts,DJ Khaled,hip hop
90,0.23,https://api.spotify.com/v1/audio-analysis/762UXiwEHYY97VL45sAUPR,0.542,194907,0.654,762UXiwEHYY97VL45sAUPR,0.0,8,0.241,-5.862,0,0.0537,144.971,4,https://api.spotify.com/v1/tracks/762UXiwEHYY97VL45sAUPR,audio_features,spotify:track:762UXiwEHYY97VL45sAUPR,0.563,76,2U,David Guetta,electronic
91,0.1,https://api.spotify.com/v1/audio-analysis/0Nhu3zSYbEz32IYiobV75e,0.663,214802,0.575,0Nhu3zSYbEz32IYiobV75e,3.16e-06,6,0.133,-4.907,0,0.0458,110.04,4,https://api.spotify.com/v1/tracks/0Nhu3zSYbEz32IYiobV75e,audio_features,spotify:track:0Nhu3zSYbEz32IYiobV75e,0.458,75,Now Or Never,Halsey,pop
92,0.0576,https://api.spotify.com/v1/audio-analysis/4Q3N4Ct4zCuIHuZ65E3BD4,0.497,268187,0.489,4Q3N4Ct4zCuIHuZ65E3BD4,9.91e-05,11,0.122,-7.724,0,0.294,171.853,4,https://api.spotify.com/v1/tracks/4Q3N4Ct4zCuIHuZ65E3BD4,audio_features,spotify:track:4Q3N4Ct4zCuIHuZ65E3BD4,0.231,82,Tunnel Vision,Kodak Black,rap
93,0.91,https://api.spotify.com/v1/audio-analysis/7rPLZ8Krm6CZIbraFUlnWZ,0.325,212040,0.18,7rPLZ8Krm6CZIbraFUlnWZ,0.000633,10,0.113,-10.647,1,0.0311,72.416,1,https://api.spotify.com/v1/tracks/7rPLZ8Krm6CZIbraFUlnWZ,audio_features,spotify:track:7rPLZ8Krm6CZIbraFUlnWZ,0.0997,72,Make You Feel My Love,Adele,pop
94,0.282,https://api.spotify.com/v1/audio-analysis/5Fim1gaXBgsiFfsQAfQSDS,0.832,198707,0.608,5Fim1gaXBgsiFfsQAfQSDS,0.0,6,0.0761,-6.042,0,0.0385,94.013,4,https://api.spotify.com/v1/tracks/5Fim1gaXBgsiFfsQAfQSDS,audio_features,spotify:track:5Fim1gaXBgsiFfsQAfQSDS,0.589,77,Hasta el Amanecer,Nicky Jam,latino
95,0.41,https://api.spotify.com/v1/audio-analysis/7DfFc7a6Rwfi3YQMRbDMau,0.716,200747,0.35,7DfFc7a6Rwfi3YQMRbDMau,0.00134,0,0.0927,-11.094,1,0.0537,129.842,4,https://api.spotify.com/v1/tracks/7DfFc7a6Rwfi3YQMRbDMau,audio_features,spotify:track:7DfFc7a6Rwfi3YQMRbDMau,0.178,76,Thinkin Bout You,Frank Ocean,hip hop
96,0.181,https://api.spotify.com/v1/audio-analysis/4F7A0DXBrmUAkp32uenhZt,0.585,249213,0.612,4F7A0DXBrmUAkp32uenhZt,1.03e-05,1,0.293,-8.341,1,0.0806,77.487,4,https://api.spotify.com/v1/tracks/4F7A0DXBrmUAkp32uenhZt,audio_features,spotify:track:4F7A0DXBrmUAkp32uenhZt,0.188,75,Party Monster,The Weeknd,rap
97,0.061,https://api.spotify.com/v1/audio-analysis/4Km5HrUvYTaSUfiSGPJeQR,0.927,343150,0.665,4Km5HrUvYTaSUfiSGPJeQR,0.0,11,0.123,-5.313,1,0.244,127.076,4,https://api.spotify.com/v1/tracks/4Km5HrUvYTaSUfiSGPJeQR,audio_features,spotify:track:4Km5HrUvYTaSUfiSGPJeQR,0.175,83,Bad and Boujee (feat. Lil Uzi Vert),Migos,rap
98,0.154,https://api.spotify.com/v1/audio-analysis/0Y1MWB026LYxGvhq4EcMiC,0.659,169866,0.911,0Y1MWB026LYxGvhq4EcMiC,0.000304,4,0.191,-2.28,1,0.0786,91.999,4,https://api.spotify.com/v1/tracks/0Y1MWB026LYxGvhq4EcMiC,audio_features,spotify:track:0Y1MWB026LYxGvhq4EcMiC,0.576,59,Boom Clap,Charli XCX,house
99,0.193,https://api.spotify.com/v1/audio-analysis/11bD1JtSjlIgKgZG2134DZ,0.557,267933,0.609,11bD1JtSjlIgKgZG2134DZ,7.69e-05,9,0.135,-4.463,1,0.0259,104.01,4,https://api.spotify.com/v1/tracks/11bD1JtSjlIgKgZG2134DZ,audio_features,spotify:track:11bD1JtSjlIgKgZG2134DZ,0.172,76,Chasing Cars,Snow Patrol,pop
0,0.0228,https://api.spotify.com/v1/audio-analysis/7kqcudBGM74MXVoYMaoWkC,0.845,264947,0.506,7kqcudBGM74MXVoYMaoWkC,1.03e-06,1,0.0879,-5.971,1,0.0409,99.051,4,https://api.spotify.com/v1/tracks/7kqcudBGM74MXVoYMaoWkC,audio_features,spotify:track:7kqcudBGM74MXVoYMaoWkC,0.647,75,Loyal,Chris Brown,rap
1,0.0697,https://api.spotify.com/v1/audio-analysis/0fgZUSa7D7aVvv3GfO0A1n,0.733,226581,0.676,0fgZUSa7D7aVvv3GfO0A1n,0.0,10,0.208,-5.655,0,0.0432,97.448,4,https://api.spotify.com/v1/tracks/0fgZUSa7D7aVvv3GfO0A1n,audio_features,spotify:track:0fgZUSa7D7aVvv3GfO0A1n,0.701,72,Post To Be (feat. Chris Brown & Jhene Aiko),Omarion,rap
2,0.114,https://api.spotify.com/v1/audio-analysis/20dP2DaMHIAmwWAbp7peSr,0.711,252256,0.739,20dP2DaMHIAmwWAbp7peSr,0.0,7,0.226,-3.804,0,0.129,136.919,4,https://api.spotify.com/v1/tracks/20dP2DaMHIAmwWAbp7peSr,audio_features,spotify:track:20dP2DaMHIAmwWAbp7peSr,0.43,80,pick up the phone,Young Thug,rap
3,0.00767,https://api.spotify.com/v1/audio-analysis/1wHZx0LgzFHyeIZkUydNXq,0.713,262693,0.526,1wHZx0LgzFHyeIZkUydNXq,0.000148,1,0.124,-5.046,1,0.032,131.05,4,https://api.spotify.com/v1/tracks/1wHZx0LgzFHyeIZkUydNXq,audio_features,spotify:track:1wHZx0LgzFHyeIZkUydNXq,0.131,78,Antidote,Travis Scott,rap
4,0.0847,https://api.spotify.com/v1/audio-analysis/6gBFPUFcJLzWGx4lenP6h2,0.841,243837,0.728,6gBFPUFcJLzWGx4lenP6h2,0.0,7,0.149,-3.37,1,0.0484,130.049,4,https://api.spotify.com/v1/tracks/6gBFPUFcJLzWGx4lenP6h2,audio_features,spotify:track:6gBFPUFcJLzWGx4lenP6h2,0.43,89,goosebumps,Travis Scott,rap
5,0.266,https://api.spotify.com/v1/audio-analysis/1cdzfFjEbUbgTm5nv3FgXR,0.681,211360,0.879,1cdzfFjEbUbgTm5nv3FgXR,0.0,3,0.446,-6.006,0,0.291,99.955,4,https://api.spotify.com/v1/tracks/1cdzfFjEbUbgTm5nv3FgXR,audio_features,spotify:track:1cdzfFjEbUbgTm5nv3FgXR,0.818,62,Focus,Ariana Grande,pop
6,0.105,https://api.spotify.com/v1/audio-analysis/0SGkqnVQo9KPytSri1H6cF,0.77,222360,0.567,0SGkqnVQo9KPytSri1H6cF,0.0,2,0.125,-5.698,1,0.175,81.477,4,https://api.spotify.com/v1/tracks/0SGkqnVQo9KPytSri1H6cF,audio_features,spotify:track:0SGkqnVQo9KPytSri1H6cF,0.26,81,Bounce Back,Big Sean,hip hop
7,0.0991,https://api.spotify.com/v1/audio-analysis/1NpW5kyvO4XrNJ3rnfcNy3,0.608,232947,0.86,1NpW5kyvO4XrNJ3rnfcNy3,0.0,5,0.262,-5.324,0,0.0554,127.075,4,https://api.spotify.com/v1/tracks/1NpW5kyvO4XrNJ3rnfcNy3,audio_features,spotify:track:1NpW5kyvO4XrNJ3rnfcNy3,0.437,78,Wild Ones (feat. Sia),Flo Rida,electronic
8,0.141,https://api.spotify.com/v1/audio-analysis/0kUMtZVaYb7EETkBdrEXXA,0.638,227893,0.832,0kUMtZVaYb7EETkBdrEXXA,0.0,8,0.113,-5.039,1,0.049,124.071,4,https://api.spotify.com/v1/tracks/0kUMtZVaYb7EETkBdrEXXA,audio_features,spotify:track:0kUMtZVaYb7EETkBdrEXXA,0.648,65,Firework,Katy Perry,pop
9,0.0763,https://api.spotify.com/v1/audio-analysis/5tP2TrJDgXXxAHZwcOknOI,0.52,237734,0.798,5tP2TrJDgXXxAHZwcOknOI,0.0,0,0.144,-5.389,1,0.0944,95.252,4,https://api.spotify.com/v1/tracks/5tP2TrJDgXXxAHZwcOknOI,audio_features,spotify:track:5tP2TrJDgXXxAHZwcOknOI,0.485,72,Chained To The Rhythm,Katy Perry,pop
10,0.257,https://api.spotify.com/v1/audio-analysis/2374M0fQpWi3dLnB54qaLX,0.671,295893,0.373,2374M0fQpWi3dLnB54qaLX,7.95e-05,9,0.0481,-18.064,1,0.0323,92.717,4,https://api.spotify.com/v1/tracks/2374M0fQpWi3dLnB54qaLX,audio_features,spotify:track:2374M0fQpWi3dLnB54qaLX,0.732,83,Africa,Toto,rock
11,0.141,https://api.spotify.com/v1/audio-analysis/4MhTFsyqIJnjsOweVcU8ug,0.449,356400,0.901,4MhTFsyqIJnjsOweVcU8ug,0.0675,6,0.128,-7.711,1,0.0526,125.148,4,https://api.spotify.com/v1/tracks/4MhTFsyqIJnjsOweVcU8ug,audio_features,spotify:track:4MhTFsyqIJnjsOweVcU8ug,0.696,77,Sweet Child O' Mine,Guns N' Roses,rock
12,0.0178,https://api.spotify.com/v1/audio-analysis/2gZUPNdnz5Y45eiGxpHGSc,0.538,292093,0.912,2gZUPNdnz5Y45eiGxpHGSc,0.0,0,0.689,-4.684,0,0.129,154.042,4,https://api.spotify.com/v1/tracks/2gZUPNdnz5Y45eiGxpHGSc,audio_features,spotify:track:2gZUPNdnz5Y45eiGxpHGSc,0.588,77,POWER,Kanye West,rap
13,0.0577,https://api.spotify.com/v1/audio-analysis/2habSXqcJGExM6JJyskY7O,0.565,231906,0.782,2habSXqcJGExM6JJyskY7O,4.16e-05,8,0.0757,-6.413,1,0.0506,140.004,4,https://api.spotify.com/v1/tracks/2habSXqcJGExM6JJyskY7O,audio_features,spotify:track:2habSXqcJGExM6JJyskY7O,0.4,71,Malibu,Miley Cyrus,pop
14,0.0752,https://api.spotify.com/v1/audio-analysis/6Ius4TC0L3cN74HT7ENE6e,0.504,239320,0.705,6Ius4TC0L3cN74HT7ENE6e,0.0,6,0.128,-8.205,0,0.364,175.483,4,https://api.spotify.com/v1/tracks/6Ius4TC0L3cN74HT7ENE6e,audio_features,spotify:track:6Ius4TC0L3cN74HT7ENE6e,0.584,81,Wet Dreamz,J. Cole,hip hop
15,0.269,https://api.spotify.com/v1/audio-analysis/5fVZC9GiM4e8vu99W0Xf6J,0.64,262533,0.743,5fVZC9GiM4e8vu99W0Xf6J,0.0,10,0.101,-4.08,1,0.0379,122.035,4,https://api.spotify.com/v1/tracks/5fVZC9GiM4e8vu99W0Xf6J,audio_features,spotify:track:5fVZC9GiM4e8vu99W0Xf6J,0.361,82,How to Save a Life,The Fray,rock
16,0.0642,https://api.spotify.com/v1/audio-analysis/5bcTCxgc7xVfSaMV3RuVke,0.893,223413,0.745,5bcTCxgc7xVfSaMV3RuVke,0.0,11,0.0943,-3.105,0,0.0571,101.018,4,https://api.spotify.com/v1/tracks/5bcTCxgc7xVfSaMV3RuVke,audio_features,spotify:track:5bcTCxgc7xVfSaMV3RuVke,0.872,84,Feels,Calvin Harris,electronic
17,0.124,https://api.spotify.com/v1/audio-analysis/6jA8HL9i4QGzsj6fjoxp8Y,0.611,221904,0.644,6jA8HL9i4QGzsj6fjoxp8Y,0.0,6,0.124,-7.607,0,0.0553,105.969,4,https://api.spotify.com/v1/tracks/6jA8HL9i4QGzsj6fjoxp8Y,audio_features,spotify:track:6jA8HL9i4QGzsj6fjoxp8Y,0.13,84,There for You,Martin Garrix,electronic
18,0.0735,https://api.spotify.com/v1/audio-analysis/5pqUc0SPA1EmhdOyD9Ou45,0.803,188889,0.558,5pqUc0SPA1EmhdOyD9Ou45,0.0,2,0.0862,-7.589,1,0.0627,108.022,4,https://api.spotify.com/v1/tracks/5pqUc0SPA1EmhdOyD9Ou45,audio_features,spotify:track:5pqUc0SPA1EmhdOyD9Ou45,0.814,66,Sexual,NEIKED,house
19,0.0916,https://api.spotify.com/v1/audio-analysis/5pfJsMwoRYKampPay8amX0,0.828,292593,0.609,5pfJsMwoRYKampPay8amX0,1.21e-06,1,0.291,-4.402,1,0.0694,109.725,4,https://api.spotify.com/v1/tracks/5pfJsMwoRYKampPay8amX0,audio_features,spotify:track:5pfJsMwoRYKampPay8amX0,0.707,73,"Downtown (feat. Melle Mel, Grandmaster Caz, Kool Moe Dee & Eric Nally)",Macklemore & Ryan Lewis,rap
20,0.535,https://api.spotify.com/v1/audio-analysis/1wjzFQodRWrPcQ0AnYnvQ9,0.752,197437,0.505,1wjzFQodRWrPcQ0AnYnvQ9,2.55e-06,9,0.104,-7.621,1,0.253,91.97,4,https://api.spotify.com/v1/tracks/1wjzFQodRWrPcQ0AnYnvQ9,audio_features,spotify:track:1wjzFQodRWrPcQ0AnYnvQ9,0.419,90,I Like Me Better,Lauv,pop
21,0.0572,https://api.spotify.com/v1/audio-analysis/5lNuqFVMca4vPupY10cH0J,0.739,222787,0.619,5lNuqFVMca4vPupY10cH0J,0.0,10,0.105,-6.669,1,0.162,112.961,4,https://api.spotify.com/v1/tracks/5lNuqFVMca4vPupY10cH0J,audio_features,spotify:track:5lNuqFVMca4vPupY10cH0J,0.58,77,No Promises (feat. Demi Lovato),Cheat Codes,electronic
22,0.15,https://api.spotify.com/v1/audio-analysis/1NDxZ7cFAo481dtYWdrUnR,0.703,193613,0.868,1NDxZ7cFAo481dtYWdrUnR,0.132,7,0.104,-4.661,0,0.0291,121.03,4,https://api.spotify.com/v1/tracks/1NDxZ7cFAo481dtYWdrUnR,audio_features,spotify:track:1NDxZ7cFAo481dtYWdrUnR,0.733,79,Pretty Girl - Cheat Codes X CADE Remix,Maggie Lindemann,pop
23,0.215,https://api.spotify.com/v1/audio-analysis/6mapJIPnQ23RTAevUoE0DL,0.678,208120,0.317,6mapJIPnQ23RTAevUoE0DL,4.31e-05,8,0.101,-9.427,1,0.0583,140.009,4,https://api.spotify.com/v1/tracks/6mapJIPnQ23RTAevUoE0DL,audio_features,spotify:track:6mapJIPnQ23RTAevUoE0DL,0.16,78,Swang,Rae Sremmurd,hip hop
24,0.286,https://api.spotify.com/v1/audio-analysis/5LVoGJTyG6fLJgoGkY2QAZ,0.706,271080,0.689,5LVoGJTyG6fLJgoGkY2QAZ,0.0,6,0.123,-5.533,1,0.17,144.127,4,https://api.spotify.com/v1/tracks/5LVoGJTyG6fLJgoGkY2QAZ,audio_features,spotify:track:5LVoGJTyG6fLJgoGkY2QAZ,0.411,79,Ahora Dice,Chris Jeday,pop
25,0.618,https://api.spotify.com/v1/audio-analysis/7oAraczbemGSNWqnbkU87R,0.515,201000,0.378,7oAraczbemGSNWqnbkU87R,0.0,5,0.172,-8.264,1,0.065,91.883,4,https://api.spotify.com/v1/tracks/7oAraczbemGSNWqnbkU87R,audio_features,spotify:track:7oAraczbemGSNWqnbkU87R,0.536,47,Too Good At Goodbyes,Sam Smith,pop
26,0.0805,https://api.spotify.com/v1/audio-analysis/4nYsmWkuTaowTMy4gskmBw,0.792,199849,0.612,4nYsmWkuTaowTMy4gskmBw,3.83e-06,5,0.0852,-5.212,0,0.0693,109.959,4,https://api.spotify.com/v1/tracks/4nYsmWkuTaowTMy4gskmBw,audio_features,spotify:track:4nYsmWkuTaowTMy4gskmBw,0.42,85,What Lovers Do (feat. SZA),Maroon 5,pop
27,0.13,https://api.spotify.com/v1/audio-analysis/50QWA5PR501dIe2KkJkHRR,0.699,234308,0.718,50QWA5PR501dIe2KkJkHRR,0.0,9,0.043,-6.295,0,0.116,99.915,4,https://api.spotify.com/v1/tracks/50QWA5PR501dIe2KkJkHRR,audio_features,spotify:track:50QWA5PR501dIe2KkJkHRR,0.52,74,Cold (feat. Future),Maroon 5,pop
28,0.256,https://api.spotify.com/v1/audio-analysis/7vGuf3Y35N4wmASOKLUVVU,0.52,180823,0.761,7vGuf3Y35N4wmASOKLUVVU,4.96e-06,4,0.17,-3.093,1,0.0853,141.971,4,https://api.spotify.com/v1/tracks/7vGuf3Y35N4wmASOKLUVVU,audio_features,spotify:track:7vGuf3Y35N4wmASOKLUVVU,0.286,94,Silence,Marshmello,house
29,0.00817,https://api.spotify.com/v1/audio-analysis/7i6r9KotUPQg3ozKKgEPIN,0.737,231733,0.463,7i6r9KotUPQg3ozKKgEPIN,0.447,0,0.255,-7.828,1,0.0792,123.881,4,https://api.spotify.com/v1/tracks/7i6r9KotUPQg3ozKKgEPIN,audio_features,spotify:track:7i6r9KotUPQg3ozKKgEPIN,0.324,76,Seven Nation Army,The White Stripes,rock
30,0.0777,https://api.spotify.com/v1/audio-analysis/75ZvA4QfFiZvzhj2xkaWAh,0.573,223347,0.543,75ZvA4QfFiZvzhj2xkaWAh,0.0,8,0.199,-5.357,0,0.0398,143.916,4,https://api.spotify.com/v1/tracks/75ZvA4QfFiZvzhj2xkaWAh,audio_features,spotify:track:75ZvA4QfFiZvzhj2xkaWAh,0.308,91,I Fall Apart,Post Malone,rap
31,0.248,https://api.spotify.com/v1/audio-analysis/5yuShbu70mtHXY0yLzCQLQ,0.662,179613,0.496,5yuShbu70mtHXY0yLzCQLQ,0.0,5,0.0769,-8.267,1,0.109,81.951,4,https://api.spotify.com/v1/tracks/5yuShbu70mtHXY0yLzCQLQ,audio_features,spotify:track:5yuShbu70mtHXY0yLzCQLQ,0.133,84,Go Flex,Post Malone,rap
32,0.0319,https://api.spotify.com/v1/audio-analysis/3cfOd4CMv2snFaKAnMdnvK,0.731,200373,0.861,3cfOd4CMv2snFaKAnMdnvK,0.0,11,0.0829,-5.881,1,0.0323,104.034,4,https://api.spotify.com/v1/tracks/3cfOd4CMv2snFaKAnMdnvK,audio_features,spotify:track:3cfOd4CMv2snFaKAnMdnvK,0.78,76,All Star,Smash Mouth,punk
33,0.0495,https://api.spotify.com/v1/audio-analysis/2QjOHCTQ1Jl3zawyYOpxh6,0.612,240400,0.807,2QjOHCTQ1Jl3zawyYOpxh6,0.0177,10,0.101,-2.81,1,0.0336,124.053,4,https://api.spotify.com/v1/tracks/2QjOHCTQ1Jl3zawyYOpxh6,audio_features,spotify:track:2QjOHCTQ1Jl3zawyYOpxh6,0.398,79,Sweater Weather,The Neighbourhood,rock
34,0.0166,https://api.spotify.com/v1/audio-analysis/3I4QOvltiKcMu3xmnQjEct,0.598,234653,0.731,3I4QOvltiKcMu3xmnQjEct,1.58e-05,9,0.0794,-7.776,1,0.106,128.851,4,https://api.spotify.com/v1/tracks/3I4QOvltiKcMu3xmnQjEct,audio_features,spotify:track:3I4QOvltiKcMu3xmnQjEct,0.229,74,Green Light,Lorde,pop
